,Unnamed: 0,PC1,PC2,cluster
0,0,-836.9234843051083,-2.9210673983980286,4
1,1,375.39680315443184,-4.707215824637134,2
2,2,361.07186179043333,15.561547689011213,2
3,3,1521.1932639381466,-17.803263979083226,3
4,4,-1077.9177426596882,-9.21937522716785,4
5,5,-270.24550028681364,16.819205317986565,1
6,6,1554.929683729337,-14.166324828006287,3
7,7,1458.0493362787106,-14.970070488013981,3
8,8,-1244.2430882429026,-19.801852599771646,4
9,9,-988.5531147560021,1.148937481206602,4
10,10,-159.1328309002359,11.207896654009808,2
11,11,-722.688258926323,4.25652147722926,1
12,12,1288.054885670466,-17.631954996732738,3
13,13,1376.2219844717056,-14.637968821947002,3
14,14,-1231.261647179214,-17.768287065446398,4
15,15,-586.7919991884994,5.5948268368546525,1
16,16,673.2380966507403,17.607793202821394,0
17,17,-471.587659143756,12.697997092414973,1
18,18,1204.1894973581786,-15.909705901089575,3
19,19,529.7597341084359,-17.291387118408302,0
20,20,1187.952498280731,-13.900510330934713,3
21,21,-19.3859516068566,32.914763854951346,2
22,22,800.7118856606081,-17.808685680535593,0
23,23,561.2980402214448,2.54000991989062,0
24,24,236.16964955263413,7.943055947569847,2
25,25,-866.5005508946539,3.4483528206479166,4
26,26,-983.814175276868,-5.800259034837415,4
27,27,-1149.0638801253685,-11.674552859845967,4
28,28,-1184.205427181368,-17.595581053714756,4
29,29,1130.695786809606,2.0206163324160333,3
30,30,-820.8258163294811,-0.6903993978862539,4
31,31,639.6668682286356,-18.637399629243546,0
32,32,305.9798900328808,-20.745410353472906,2
33,33,-936.550229126854,4.546596307912791,4
34,34,763.2050161513043,10.301448983422004,0
35,35,-770.2616502267073,10.953306526843487,1
36,36,-960.3069208325044,-4.492524734147379,4
37,37,124.28039668639332,-10.158193315561784,2
38,38,471.65146102585123,34.070604911928456,0
39,39,851.6240394160637,5.960707054369999,0
40,40,-77.53292957918035,13.660784594525163,2
41,41,962.373105598322,-15.40357972999612,0
42,42,62.67714666475572,32.82727364488625,2
43,43,-398.9891923127405,-21.67548672324054,1
44,44,1412.8896399187054,-15.498343302218228,3
45,45,449.8681938230069,14.792637031682943,0
46,46,-1108.8573326042476,-13.00528292216941,4
47,47,720.8709396896259,25.765857369820623,0
48,48,-508.38377869523623,20.633995478116177,1
49,49,894.9494887841037,39.51541401334226,0
50,50,519.7675692372021,31.873506283107467,0
51,51,142.48591675074948,-19.840849126704573,2
52,52,-1199.0464230819518,-19.859150371277465,4
53,53,-1266.08769265896,-21.99335349384449,4
54,54,-1250.2738397884234,-20.1021701676152,4
55,55,1243.8469914384798,-16.23235119267165,3
56,56,-1045.8421904380407,-7.906905277169371,4
57,57,908.5910628838361,-11.644753779900322,0
58,58,262.2855442756277,-19.42262705813113,2
59,59,191.92276221548283,20.04598722286405,2
60,60,-195.46023013041724,25.15185597388976,2
61,61,1666.0394756684173,-14.80512443284272,3
62,62,-253.65794187728656,2.2608596985391234,1
63,63,-1051.9711755026042,-12.239665333560858,4
64,64,212.51120464174633,33.12657798010953,2
65,65,243.223826756302,2.8007571719104587,2
66,66,-85.1549163136208,-7.4571756558116356,2
67,67,417.75804929467733,31.929369427257924,0
68,68,-896.479573687626,4.2155004258359865,4
69,69,-53.79628064460631,7.681843297507738,2
70,70,-694.3251394246613,11.972544168935087,1
71,71,50.83698457009049,31.42763639017521,2
72,72,1177.9202441574153,-16.106167727183788,3
73,73,-888.9599116808275,-5.135006238437471,4
74,74,51.717548314079075,10.778194492938587,2
75,75,704.7004191958032,-0.8349251933723402,0
76,76,-34.34038305183828,30.457120109510484,2
77,77,1357.1404370699495,-16.499506609994896,3
78,78,747.2034513455886,4.22211368012983,0
79,79,-1095.0298756037678,-13.6421157938983,4
80,80,1010.7975869456096,-16.058377395164445,0
81,81,781.7804879038364,-14.069341998956867,0
82,82,-1158.0079310175502,-14.978500659540222,4
83,83,-309.42012410290306,24.610699394562108,1
84,84,-436.20892905832045,-3.7478741267555415,1
85,85,-743.2882378381189,-3.211476170670299,1
86,86,-579.3665967046751,16.78779821174706,1
87,87,-1159.6899864275574,-8.648747073693281,4
88,88,-388.3254836496859,23.66922799851606,1
89,89,894.7653634728842,-17.893630840732328,0
90,90,-1212.145627684425,-23.510262717717854,4
91,91,-511.7420975118042,-1.583686722857958,1
92,92,-877.7284536226707,-0.09647921848206027,4
93,93,256.10808204991054,21.633165222096963,2
