,PC1,PC2
0,-836.9234843051084,-2.921067398398028
1,375.3968031544319,-4.707215824637135
2,361.0718617904334,15.561547689011213
3,1521.1932639381469,-17.803263979083223
4,-1077.9177426596882,-9.21937522716785
5,-270.24550028681364,16.819205317986565
6,1554.9296837293373,-14.166324828006287
7,1458.0493362787104,-14.97007048801398
8,-1244.2430882429023,-19.801852599771646
9,-988.553114756002,1.148937481206602
10,-159.13283090023592,11.207896654009806
11,-722.688258926323,4.25652147722926
12,1288.054885670466,-17.63195499673274
13,1376.2219844717058,-14.637968821947002
14,-1231.261647179214,-17.768287065446398
15,-586.7919991884994,5.5948268368546525
16,673.2380966507403,17.607793202821394
17,-471.58765914375596,12.697997092414973
18,1204.1894973581786,-15.909705901089575
19,529.7597341084359,-17.2913871184083
20,1187.9524982807313,-13.900510330934713
21,-19.385951606856597,32.914763854951346
22,800.711885660608,-17.808685680535596
23,561.2980402214448,2.54000991989062
24,236.16964955263413,7.943055947569848
25,-866.500550894654,3.448352820647917
26,-983.8141752768681,-5.800259034837415
27,-1149.0638801253685,-11.674552859845967
28,-1184.2054271813681,-17.595581053714753
29,1130.695786809606,2.020616332416033
30,-820.825816329481,-0.6903993978862539
31,639.6668682286356,-18.637399629243543
32,305.9798900328808,-20.745410353472902
33,-936.550229126854,4.5465963079127905
34,763.2050161513044,10.301448983422004
35,-770.2616502267072,10.953306526843487
36,-960.3069208325043,-4.492524734147379
37,124.28039668639333,-10.158193315561784
38,471.65146102585123,34.070604911928456
39,851.6240394160636,5.9607070543699985
40,-77.53292957918035,13.660784594525163
41,962.3731055983221,-15.40357972999612
42,62.67714666475572,32.82727364488625
43,-398.98919231274044,-21.67548672324054
44,1412.8896399187056,-15.498343302218228
45,449.8681938230069,14.792637031682943
46,-1108.8573326042476,-13.00528292216941
47,720.8709396896259,25.765857369820626
48,-508.3837786952362,20.633995478116177
49,894.9494887841037,39.51541401334226
50,519.7675692372021,31.873506283107467
51,142.48591675074948,-19.84084912670457
52,-1199.0464230819518,-19.859150371277465
53,-1266.0876926589601,-21.99335349384449
54,-1250.2738397884236,-20.102170167615196
55,1243.8469914384798,-16.232351192671647
56,-1045.8421904380407,-7.906905277169371
57,908.5910628838359,-11.644753779900322
58,262.2855442756277,-19.422627058131134
59,191.92276221548283,20.045987222864053
60,-195.46023013041724,25.151855973889756
61,1666.0394756684175,-14.80512443284272
62,-253.65794187728656,2.2608596985391234
63,-1051.9711755026042,-12.239665333560858
64,212.5112046417463,33.12657798010953
65,243.22382675630197,2.800757171910459
66,-85.15491631362079,-7.457175655811635
67,417.7580492946774,31.929369427257924
68,-896.479573687626,4.215500425835987
69,-53.79628064460631,7.681843297507739
70,-694.3251394246613,11.972544168935089
71,50.83698457009049,31.42763639017521
72,1177.9202441574153,-16.106167727183788
73,-888.9599116808275,-5.135006238437472
74,51.71754831407908,10.778194492938589
75,704.7004191958032,-0.8349251933723402
76,-34.34038305183828,30.457120109510484
77,1357.1404370699495,-16.499506609994896
78,747.2034513455887,4.22211368012983
79,-1095.0298756037678,-13.6421157938983
80,1010.7975869456097,-16.058377395164445
81,781.7804879038364,-14.069341998956865
82,-1158.0079310175502,-14.978500659540222
83,-309.42012410290306,24.610699394562104
84,-436.2089290583205,-3.7478741267555415
85,-743.2882378381189,-3.211476170670299
86,-579.3665967046751,16.78779821174706
87,-1159.6899864275574,-8.64874707369328
88,-388.3254836496859,23.66922799851606
89,894.7653634728842,-17.893630840732328
90,-1212.145627684425,-23.510262717717847
91,-511.74209751180416,-1.583686722857958
92,-877.7284536226707,-0.09647921848206029
93,256.10808204991054,21.633165222096963
